Geography,Gender,Age,Balance,HasCrCard,IsActiveMember,EstimatedSalary,Exited
France,Male,28,0,1,0,19834.32,0
France,Male,35,0,1,1,78397.24,0
Germany,Female,51,111018.98,1,0,86410.28,0
France,Male,30,129755.99,0,0,172749.65,0
France,Female,27,0,1,0,1002.39,0
France,Female,64,129555.7,1,1,13601.79,0
Spain,Male,38,87202.38,1,1,77866.91,0
Germany,Male,26,146133.39,1,1,175296.76,0
Spain,Female,31,0,1,0,121751.04,1
Spain,Male,39,170184.99,1,0,89593.26,0
Germany,Female,62,140745.33,1,0,193437.89,1
Spain,Male,42,139070.51,1,1,86945,0
Spain,Female,37,0,1,1,183318.79,0
France,Male,35,114193.24,1,0,71154.1,0
Spain,Female,40,167878.5,0,1,151887.16,0
Germany,Female,53,141616.55,1,1,75888.65,0
Germany,Male,36,145747.67,0,1,89566.74,0
Spain,Female,48,129120.64,0,1,26475.79,0
Spain,Male,35,110349.82,0,0,126355.8,0
France,Male,29,141325.56,1,1,93839.3,0
France,Male,49,78653.84,1,0,7698.6,0
France,Male,47,0,1,1,145593.85,0
Spain,Female,28,142253.65,1,0,45042.56,0
France,Female,61,0,1,0,61108.56,1
Germany,Female,54,115988.86,1,0,57553.98,1
Spain,Female,33,75592.43,1,0,62674.42,0
Germany,Male,44,164113.04,1,1,12120.79,0
France,Male,31,67996.23,0,0,50129.87,1
Spain,Female,51,0,1,0,55022.43,0
Spain,Female,33,0,0,0,117834.91,0
France,Male,48,138778.15,0,1,168840.23,0
France,Female,43,147832.15,0,1,24234.11,0
France,Female,36,135438.4,0,0,190627.01,0
Spain,Male,48,116060.08,1,0,156618.38,1
France,Female,29,112564.62,1,0,42334.38,0
France,Female,27,125406.58,1,1,110784.42,0
Germany,Female,39,135134.99,1,0,173683,1
France,Female,39,133102.92,1,0,27046.46,1
France,Female,34,42157.08,1,0,20598.59,1
France,Female,30,0,1,1,104991.28,0
France,Male,38,82259.29,1,0,8996.97,0
France,Female,36,0,1,0,64420.5,0
France,Male,38,0,1,1,145700.22,0
France,Female,49,0,1,1,196335.48,0
France,Male,52,0,1,1,14781.12,0
France,Male,42,150461.07,1,0,108139.23,0
Germany,Male,48,133994.52,1,1,19287.06,1
Spain,Male,31,164870.81,1,1,9567.39,0
Germany,Male,25,121702.73,1,1,132210.49,0
Spain,Male,25,193858.2,0,1,21600.11,0
Germany,Female,54,131039.97,1,1,199661.5,0
France,Male,64,113829.45,1,1,124341.49,0
France,Female,30,0,1,0,15766.1,0
Germany,Female,41,81877.38,1,1,33642.21,0
Spain,Male,57,116326.07,1,1,117704.65,0
France,Male,31,0,1,1,58803.28,0
France,Male,46,0,1,1,137537.22,0
France,Female,41,0,0,1,131300.68,0
France,Male,33,0,1,1,84174.81,0
France,Female,31,127070.73,0,1,160941.78,0
France,Male,29,0,1,1,143954.99,0
Spain,Male,46,122549.64,1,1,56297.85,0
France,Female,42,176099.13,1,1,8404.73,0
Germany,Female,48,122388.38,0,0,30020.09,0
France,Male,42,0,0,1,58137.42,0
France,Male,26,0,0,0,47472.68,0
Spain,Female,32,118879.35,1,1,19131.71,0
Spain,Male,35,0,1,1,187288.5,0
France,Female,39,0,1,1,17603.81,0
Spain,Female,38,88736.44,1,0,67020.03,0
Germany,Male,45,102703.62,0,1,147802.94,1
Spain,Female,70,0,1,1,41610.62,0
Spain,Female,38,0,1,0,44255.65,0
France,Male,55,97318.25,0,1,78416.14,0
Spain,Male,58,128468.69,0,1,137254.55,0
Germany,Female,41,133432.59,0,1,151303.48,0
Germany,Female,40,141782.57,0,0,86333.63,0
France,Male,24,135125.28,0,0,89801.9,0
Spain,Male,42,178820.91,0,0,29358.57,1
France,Female,31,112212.14,1,1,181600.72,0
Germany,Female,45,126674.81,1,0,124118.71,1
France,Female,51,136294.97,1,0,38867.46,1
France,Female,36,66392.64,1,0,31106.67,0
Germany,Male,27,122552.34,1,0,67611.36,0
France,Male,43,76408.85,1,0,77837.63,0
Germany,Male,36,145071.24,0,0,6078.46,0
France,Male,34,0,1,1,177896.92,0
France,Female,45,109730.22,1,1,123882.73,0
France,Male,57,0,1,1,15304.08,0
Spain,Male,62,64119.38,1,1,76569.64,1
Germany,Female,57,106138.33,1,1,120657.32,1
Spain,Male,36,0,1,1,16436.56,0
Germany,Male,33,181656.51,1,1,107667.91,0
France,Female,32,0,1,0,95611.47,0
France,Male,30,95128.86,0,0,19799.26,0
Spain,Female,49,126615.94,0,1,123214.74,0
Spain,Male,36,0,0,1,71709.12,0
Germany,Male,36,76190.48,1,1,149066.14,0
Germany,Male,40,168286.81,1,0,20451.99,1
Germany,Male,35,88109.81,1,1,32825.5,0
France,Male,42,0,1,0,6232.31,0
France,Female,35,0,0,1,10357.03,0
France,Female,34,123971.51,1,0,147794.63,0
France,Male,48,148116.48,0,0,116973.48,0
Germany,Male,35,116269.01,1,0,129964.94,0
Spain,Male,38,120599.21,1,0,92816.86,0
France,Female,41,144260.5,1,0,172114.67,0
Spain,Female,25,86605.5,1,0,16649.31,1
France,Male,34,0,1,0,144517.19,0
Germany,Female,37,58629.97,0,0,182038.6,0
Spain,Female,42,0,0,0,24210.56,0
France,Male,45,0,0,0,172175.9,0
France,Female,43,0,1,1,47578.45,0
Spain,Female,56,209767.31,1,1,150694.42,1
Spain,Female,42,129634.25,1,1,177683.02,1
France,Male,23,0,0,0,66088.83,0
France,Female,38,169824.46,1,0,169291.7,0
France,Male,36,97530.25,1,1,117140.41,0
France,Female,42,145988.65,1,1,79510.37,0
France,Male,37,0,0,1,77108.66,0
France,Female,25,0,1,1,9679.28,0
France,Female,40,137494.28,1,0,81753.92,0
France,Female,57,0,0,0,131372.38,1
France,Male,24,147360,1,1,25310.82,0
France,Female,25,0,0,0,187925.75,0
Spain,Male,31,125167.02,0,0,98820.39,0
Germany,Male,43,121152.05,1,0,64166.7,1
Germany,Female,60,128981.07,0,1,176924.21,1
France,Male,47,0,1,1,90055.08,0
Spain,Male,67,151858.98,1,1,72814.31,0
France,Male,36,114628.4,0,1,168290.06,0
France,Male,46,0,1,0,161767.38,0
France,Female,28,95059.02,1,0,44420.18,0
France,Female,24,128736.39,0,1,37147.61,0
France,Male,24,156325.38,1,1,125381.02,0
France,Male,29,105405.97,1,1,149853.89,0
France,Female,49,88915.37,0,0,161435.02,1
France,Male,60,0,1,1,102925.76,0
France,Male,40,0,1,1,70899.27,0
France,Male,18,160980.03,0,0,145936.28,0
Spain,Female,46,177619.71,1,0,54227.06,0
Spain,Male,38,62276.99,1,1,59280.79,0
Germany,Male,46,127559.97,1,1,126952.5,0
France,Male,41,0,0,1,130567.02,0
Germany,Female,47,95523.16,1,0,73294.48,0
France,Female,35,107749.03,1,1,3937.37,0
Germany,Male,37,110777.26,1,0,2383.59,0
Spain,Female,39,166733.92,1,0,14279.44,0
France,Male,31,157120.86,1,0,141300.53,0
Germany,Female,36,127160.78,1,0,78140.75,0
Spain,Female,28,0,1,1,117431.1,0
France,Female,37,156091.97,1,0,72008.61,0
France,Male,58,98668.18,1,1,60887.58,0
France,Female,43,134022.06,1,0,194764.83,0
France,Female,35,124151.09,1,0,88705.14,1
Germany,Female,36,77253.5,0,0,35817.97,1
Germany,Female,21,114292.48,1,0,31520.4,0
Germany,Male,43,140080.32,1,1,157908.19,1
Spain,Female,27,135277.96,1,0,142200.15,0
France,Female,82,0,0,1,182055.36,0
Germany,Male,60,115920.62,0,0,157552.08,1
Spain,Male,41,119782.72,0,0,120284.67,0
France,Female,63,114715.71,0,1,24506.95,1
Germany,Female,36,129748.54,0,0,47271.61,1
France,Male,31,129722.57,0,0,41176.6,0
France,Male,32,0,0,1,9468.64,0
France,Male,36,139180.2,0,0,123880.19,0
Germany,Male,49,113599.74,1,0,158887.09,1
France,Male,33,134944,1,1,117036.38,0
Germany,Female,58,116922.25,1,0,120415.61,1
Spain,Male,28,118945.09,0,0,16064.25,1
France,Male,28,0,1,1,52615.62,0
Spain,Female,35,119182.73,0,0,121210.09,0
France,Male,27,0,1,0,192247.35,0
France,Female,28,71264.02,0,1,68759.57,0
France,Male,41,0,0,1,75937.47,0
France,Female,35,0,0,0,84569.13,0
Germany,Male,58,116313.57,1,1,190696.35,1
Spain,Male,36,92140.15,0,1,67468.67,0
France,Male,26,0,1,1,104435.94,0
Germany,Male,42,177640.09,0,1,47166.55,0
Spain,Female,35,0,1,0,119899.52,0
Spain,Male,48,167997.6,1,1,173498.45,0
France,Male,36,82275.35,1,1,93249.26,0
France,Male,49,0,1,1,142917.54,0
Germany,Female,48,111962.99,1,0,111755.8,0
Germany,Female,34,131736.88,1,1,108543.21,0
France,Male,29,0,1,0,180345.44,0
Germany,Male,36,108239.11,0,0,99444.02,0
France,Female,46,98444.19,0,1,109563.28,0
Germany,Male,32,114540.38,1,0,92568.07,0
France,Female,35,187530.66,1,1,37976.36,0
Germany,Female,42,133636.16,0,1,103315.74,0
France,Male,52,0,1,1,173952.5,0
Germany,Female,44,84745.03,0,1,34673.98,0
Germany,Female,31,120599.38,1,1,46163.44,0
Spain,Female,29,0,0,1,140676.98,0
France,Male,39,127771.35,0,1,151738.54,0
Spain,Female,46,0,0,0,14679.81,1
France,Female,33,0,0,0,175544.02,0
France,Male,69,0,1,1,181964.6,0
Germany,Male,53,167772.96,1,1,136886.86,0
France,Female,37,95845.6,1,0,122218.23,0
France,Female,35,0,1,0,180439.75,0
Spain,Male,65,134714.7,0,1,190419.81,0
Spain,Female,33,0,1,1,58685.59,0
Germany,Male,28,122384.22,1,1,89017.38,1
France,Female,26,0,0,0,50051.42,0
France,Male,25,157993.15,1,0,146041.45,0
France,Male,29,0,1,0,191166.09,0
Germany,Female,42,123331.36,0,0,103516.08,1
Spain,Male,27,75263.16,1,1,164825.04,0
France,Female,43,137824.03,1,0,172557.77,0
Germany,Male,36,132578.92,1,0,84320.94,0
France,Female,36,156021.31,0,0,122662.98,0
Spain,Male,34,0,1,0,72085.1,0
Spain,Female,69,137453.43,0,1,110932.24,1
Spain,Male,36,0,1,0,143635.36,0
Germany,Male,33,164284.72,1,1,3710.34,0
France,Female,47,0,1,1,179843.33,0
Spain,Male,56,0,1,1,10643.38,0
Germany,Female,31,112373.49,1,1,131167.98,0
France,Female,39,0,1,0,10553.31,0
France,Female,34,0,1,1,130928.22,0
Spain,Female,41,0,0,1,157003.99,0
Germany,Female,29,154333.82,1,1,138527.56,0
Germany,Male,37,111432.77,1,1,167032.49,0
France,Female,30,0,0,0,41642.29,0
France,Male,34,137390.11,1,0,9677,0
Spain,Female,37,0,1,1,147012.22,0
Germany,Female,56,111642.08,1,1,80553.87,0
Spain,Female,48,0,0,1,30730.95,1
France,Male,36,83543.37,0,0,140134.43,0
Germany,Male,50,145338.76,0,0,91936.1,1
France,Female,31,186796.37,0,0,178252.63,0
Germany,Male,35,58641.43,0,1,198674.08,0
Spain,Female,41,0,1,0,28266.9,1
France,Male,44,137148.68,1,0,92381.01,0
France,Male,49,80001.23,0,0,135180.11,0
Germany,Male,21,86402.52,0,0,27330.59,0
France,Female,42,0,1,0,125305.34,0
Spain,Male,51,122874.74,1,1,149648.45,0
France,Male,25,97544.29,0,1,59887.15,0
Germany,Male,46,170826.55,1,0,45041.32,0
Germany,Female,48,97133.92,0,0,113316.77,1
Germany,Female,41,153895.65,1,1,39087.42,0
France,Female,43,0,1,1,7330.59,0
France,Female,57,0,0,1,95463.29,0
Spain,Male,32,0,1,0,167848.02,0
Germany,Female,49,134956.02,1,0,93953.84,1
Spain,Male,39,143637.58,0,1,174227.66,0
Spain,Male,32,147506.25,1,1,135399.21,0
France,Male,64,0,1,0,195635.3,1
France,Male,43,190227.46,1,0,97508.04,1
France,Female,32,172448.77,1,0,188083.77,1
France,Male,41,113980.21,1,1,116704.25,0
France,Male,53,0,0,1,97614.87,0
France,Male,38,0,0,0,186884.04,0
Germany,Female,25,76968.12,0,1,131501.72,0
France,Male,38,88293.13,1,1,24302.95,0
France,Female,48,170833.46,1,0,110510.28,1
Germany,Male,44,108122.39,1,0,108488.33,1
France,Male,36,0,1,1,197015.2,0
France,Female,40,0,1,1,27689.77,0
Germany,Female,45,129818.39,1,0,9217.55,1
France,Female,35,163943.89,1,1,15068.18,0
France,Male,28,0,1,0,7797.01,0
France,Female,38,101430.3,0,1,4400.32,0
France,Female,39,117301.66,0,0,182025.95,0
Germany,Female,32,173340.83,0,1,122763.95,0
Spain,Female,42,0,1,1,38152.01,0
France,Female,33,134348.57,1,0,63163.99,0
France,Female,45,105525.65,1,1,73418.29,0
France,Female,60,0,1,0,17978.68,1
France,Female,43,0,1,0,115136.51,1
France,Male,36,106192.1,1,0,149575.59,0
France,Female,45,45144.43,1,0,60917.24,1
France,Male,65,92113.61,1,1,142548.33,0
France,Male,25,0,1,1,157878.67,0
Spain,Male,38,128366.44,1,0,12796.43,0
France,Male,42,0,1,1,18657.77,0
Germany,Male,74,106545.53,1,1,134589.58,0
France,Female,43,145618.37,0,1,10350.74,0
Spain,Male,37,141541.25,0,0,66013.27,0
Germany,Male,32,57017.06,1,1,5907.11,0
France,Male,42,0,1,0,74077.91,0
France,Female,51,0,1,1,77294.56,1
Germany,Female,35,125884.95,1,0,54359.02,1
Germany,Male,32,61825.5,1,1,156124.93,0
France,Male,35,0,1,0,94820.85,0
France,Female,40,0,1,0,155155.25,0
France,Female,40,102967.41,1,0,128702.1,1
Germany,Male,25,171770.55,1,0,22745.5,0
Germany,Male,40,93051.64,1,0,71865.31,1
France,Male,36,161064.64,0,1,84294.82,0
France,Female,48,90612.34,1,1,149139.13,0
France,Male,28,145105.64,1,0,185489.11,0
France,Male,58,0,0,0,176407.15,1
France,Female,45,0,1,1,92027.69,1
France,Male,33,174912.72,1,1,43932.54,0
France,Female,46,104947.72,1,0,115789.25,1
Spain,Male,31,135213.71,1,1,125777.28,0
Spain,Male,25,0,1,0,18461.9,0
France,Male,36,116229.85,1,1,79633.38,0
Spain,Female,53,111201.41,1,1,121542.29,0
Spain,Female,32,0,1,0,94739.2,0
Germany,Male,27,131899,1,0,93302.29,0
France,Male,35,124525.52,1,1,193793.78,0
France,Male,47,0,1,0,74835.65,0
France,Male,39,0,1,1,56999.9,1
France,Female,45,47134.75,1,1,57236.44,0
Spain,Male,35,0,0,0,81483.64,0
Spain,Male,45,0,1,0,26752.56,0
France,Male,44,0,0,1,9200.54,0
Spain,Male,61,0,1,0,22447.85,1
France,Male,51,0,1,0,189122.89,1
Germany,Female,19,138657.08,1,1,16161.82,0
France,Female,34,70302.48,1,1,68600.36,0
Germany,Female,36,101609.01,1,1,447.73,0
Spain,Male,35,0,1,1,15650.73,0
Germany,Male,38,130170.82,1,1,149599.62,0
Germany,Male,61,133802.29,1,1,90304.01,0
France,Female,24,106234.02,0,0,115676.38,0
Spain,Male,39,132628.98,0,0,38812.67,0
Germany,Male,41,103522.75,1,1,34338.21,0
Germany,Female,42,192390.52,1,0,823.36,0
Spain,Male,36,0,0,1,135482.26,1
Spain,Male,37,0,1,1,10656.89,0
France,Female,38,0,0,1,116467.35,0
France,Male,52,109922.61,1,1,96823.32,1
Germany,Female,44,128605.32,0,1,171096.2,0
France,Female,37,0,1,1,79881.39,0
France,Female,37,68598.56,1,0,157862.82,0
Spain,Male,35,106518.52,1,1,127951.81,0
France,Female,31,0,0,0,191074.11,0
France,Female,46,0,1,0,157333.69,1
Germany,Female,29,121326.42,1,0,133457.52,0
France,Male,36,67226.37,1,0,130789.6,0
Spain,Female,25,82931.85,1,1,128373.88,0
Spain,Female,39,0,1,0,194273.2,1
France,Female,38,118590.41,1,1,5684.17,1
France,Male,67,145981.87,1,1,131043.2,0
France,Female,48,73309.38,0,0,21228.34,1
France,Female,48,130796.33,1,1,43250.3,0
Germany,Male,33,151607.56,1,0,4389.4,0
Germany,Female,66,111577.01,0,1,189271.9,0
Spain,Male,39,107042.74,1,1,102284.2,0
Spain,Female,42,156371.61,0,1,156774.94,1
France,Female,44,129605.99,0,0,69865.49,0
Spain,Female,43,0,0,1,85523.24,0
Spain,Female,67,0,1,1,51219.8,0
Spain,Male,27,132576.25,0,0,7222.92,0
France,Female,37,129101.3,1,1,23971.33,0
Germany,Female,31,108822.4,1,1,132173.31,0
Spain,Male,35,137948.51,1,0,113639.64,0
Spain,Male,32,100433.8,1,1,39768.59,0
Spain,Male,63,96134.11,1,0,108732.96,1
Germany,Female,43,115888.04,1,1,117349.19,1
France,Female,42,124626.07,1,1,78004.5,0
France,Female,34,139810.34,1,1,152417.79,0
Spain,Female,34,0,0,0,26057.08,0
France,Male,37,84496.71,0,0,79972.09,0
Germany,Male,70,116854.71,0,1,107125.79,0
France,Female,48,138333.03,1,1,47679.14,0
France,Male,25,0,1,1,134509.47,0
Germany,Male,43,78992.75,0,0,153265.31,0
Spain,Female,38,97257.41,0,1,179883.04,0
France,Male,34,122453.37,1,0,138882.98,0
Spain,Female,36,112940.07,0,1,9855.81,0
France,Female,43,132558.26,1,0,67046.83,1
France,Female,38,0,1,0,56388.63,0
France,Female,48,133297.24,1,0,77764.37,0
France,Female,46,0,1,0,130590.35,0
France,Male,27,197041.8,0,0,151912.49,0
Germany,Female,44,71497.79,0,0,151083.8,0
France,Male,32,0,1,1,777.37,0
Germany,Female,35,128100.28,0,0,69454.24,1
France,Male,25,124532.78,0,1,11723.57,0
Germany,Male,31,82293.82,1,1,91565.25,0
France,Male,36,142120.91,1,0,79616.37,0
Spain,Male,34,151839.26,1,0,102299.81,1
Spain,Male,31,149620.88,1,1,104533.51,0
France,Female,49,168197.66,1,0,140765.57,1
France,Male,37,93147,1,0,66214.13,0
France,Female,35,97440.02,1,1,139816.1,0
Germany,Female,42,65046.08,0,1,140139.28,0
Spain,Female,28,95357.49,0,0,102297.15,0
Spain,Male,43,123105.88,1,0,145765.83,0
Spain,Male,29,0,0,1,83912.24,0
Spain,Male,44,0,0,1,78439.73,0
Spain,Male,62,121286.27,0,1,6776.92,0
Germany,Female,28,167738.82,1,1,9903.42,0
France,Female,38,104091.29,0,0,91561.91,0
Germany,Female,42,121980.56,1,0,4027.02,0
France,Female,43,0,1,1,116111.51,0
Germany,Male,39,50880.98,1,1,184023.54,0
France,Female,42,175159.9,0,0,67124.48,1
Germany,Female,26,105514.69,1,0,50070.59,0
Germany,Male,52,116497.31,0,0,53793.1,1
Spain,Female,33,0,1,0,45261.47,0
France,Male,42,99824.45,1,1,36721.4,0
France,Male,45,0,1,0,130009.85,1
Spain,Male,71,0,1,1,175380.77,0
France,Male,40,0,1,0,127847.25,1
Spain,Male,35,122964.88,1,1,138231.7,0
France,Female,29,0,0,1,48673.18,0
Spain,Male,24,0,1,1,70668.77,0
Spain,Female,43,0,0,1,199505.53,0
France,Female,37,89634.69,1,1,169583.18,1
Germany,Male,40,95710.11,1,0,49063.42,0
Germany,Male,41,139706.31,1,0,63337.19,0
Germany,Female,45,103909.86,1,0,60083.11,1
France,Male,31,0,1,0,48606.71,0
France,Male,49,173434.9,1,0,165580.93,1
Spain,Male,32,102238.01,1,1,194010.12,0
France,Female,48,179380.74,0,1,69263.1,0
France,Male,32,0,1,1,88698.83,0
France,Female,25,108691.95,1,0,63030.97,0
France,Female,32,0,1,0,59668.81,0
France,Male,33,0,0,0,184230.23,0
Germany,Male,35,133377.8,0,1,64050.19,0
Spain,Male,34,0,1,1,81853.98,0
Spain,Male,53,0,1,1,154642.91,0
France,Male,39,116537.6,0,0,145679.6,0
France,Female,22,0,0,0,30781.77,0
Spain,Male,40,0,0,1,81622.52,0
France,Male,29,130131.08,0,1,196474.35,0
France,Male,46,0,0,1,176276.1,0
Spain,Male,30,0,1,0,35113.08,0
France,Male,30,107316.09,1,0,64299.82,0
France,Female,24,0,1,1,180969.55,0
France,Male,30,83181.29,1,1,138176.78,0
France,Female,72,0,1,1,86733.61,0
Spain,Male,67,153946.14,1,1,7418.92,0
France,Male,30,0,1,0,166376.54,0
Spain,Female,39,135483.17,1,0,140881.2,1
France,Male,35,0,1,0,4460.2,0
France,Female,38,119624.54,1,1,110472.12,0
Spain,Male,34,121132.26,1,0,86460.28,0
Spain,Female,42,0,1,0,16500.66,1
France,Female,48,0,1,0,114020.06,1
Germany,Male,25,54817.55,1,0,131660.31,0
Germany,Male,40,107949.45,1,0,52449.62,1
France,Male,30,0,0,1,161465.31,0
Spain,Female,49,80816.45,1,1,20018.79,0
Germany,Male,38,98205.77,1,0,176318.27,0
Spain,Female,50,94684.27,1,1,50488.91,0
Spain,Female,22,141604.76,1,0,30379.6,0
Spain,Female,74,0,1,1,161326.73,0
Spain,Male,33,0,1,0,45348.08,0
France,Female,47,122949.14,0,0,180251.68,1
Germany,Male,33,81677.22,0,0,34925.56,0
France,Male,38,80293.98,0,0,126555.74,0
Spain,Female,48,155413.06,1,0,187921.3,0
Spain,Female,38,0,1,1,136390.88,0
Germany,Male,38,67111.65,1,0,78566.64,1
France,Male,34,103818.43,1,1,166038.27,0
France,Female,20,0,1,1,140385.33,0
France,Male,36,152169.12,0,0,38629.3,1
France,Female,52,0,1,1,24998.75,1
Germany,Male,26,214346.96,1,0,128815.33,0
France,Male,57,0,1,0,19376.56,1
France,Male,40,113348.14,1,0,31904.31,1
Germany,Female,47,170935.94,1,0,173179.79,1
Germany,Male,52,103023.26,1,1,22485.64,0
Spain,Female,23,0,0,1,196668.51,0
Spain,Male,37,0,0,0,136506.86,0
France,Female,31,111855.04,1,1,36278.89,0
Germany,Female,32,140348.56,1,1,163254.39,0
Spain,Male,39,0,1,0,99654.13,0
France,Male,29,145512.84,1,0,20207.02,0
Germany,Female,41,146720.98,1,1,4195.84,0
France,Male,32,107209.73,1,1,112340.2,0
Germany,Female,38,130933.74,0,1,2035.94,0
Spain,Female,35,0,1,0,132295.95,0
Spain,Male,36,89772.3,1,0,177383.68,1
France,Female,32,0,1,0,90284.47,0
France,Male,24,0,1,0,61349.37,0
France,Male,42,0,1,0,196466.83,1
France,Male,36,100749.5,0,0,70758.37,1
France,Female,31,0,1,0,13892.57,0
Spain,Male,22,0,1,1,9684.52,0
France,Female,51,123981.31,1,1,40546.15,0
Germany,Female,34,91622.42,1,1,136603.42,0
France,Male,36,126195.81,1,1,133172.48,0
France,Male,41,94267.9,0,1,152821.12,1
France,Male,40,0,1,1,147715.83,0
France,Male,34,0,1,0,43169.15,0
France,Male,29,0,1,0,76755.99,1
Germany,Female,39,100717.85,1,1,73406.04,1
France,Male,36,0,1,0,176728.28,0
France,Female,26,141581.71,0,0,98309.27,0
Spain,Male,38,0,1,1,6203.66,0
France,Female,39,148586.64,1,1,176791.27,0
Spain,Male,29,0,1,0,50679.48,0
Spain,Male,38,0,1,0,150580.88,0
Germany,Female,32,123403.85,1,0,80120.19,0
France,Male,28,0,1,0,151645.96,0
France,Female,46,106511.85,1,0,55072.32,0
France,Female,38,0,0,0,115068.99,0
Germany,Female,34,135549.9,0,0,149471.13,1
Germany,Male,38,110555.37,1,0,46522.68,0
France,Male,31,0,1,0,189995.86,0
France,Female,52,185891.54,1,1,46369.57,1
Germany,Male,59,130854.59,1,1,30722.52,1
France,Female,42,92578.14,0,0,70810.6,0
Germany,Female,21,132312.06,1,0,106663.46,1
France,Female,62,144976.5,0,0,175836.03,1
Spain,Male,48,87070.23,0,1,85646.41,0
France,Male,42,0,1,1,101485.72,0
France,Female,47,115414.19,0,0,191734.67,1
Spain,Male,61,91070.43,1,1,101839.77,0
Spain,Male,29,117412.19,1,0,4888.91,0
Germany,Male,31,90018.45,1,0,193132.98,0
France,Female,24,0,1,0,193518.76,0
Germany,Male,56,112414.81,0,0,93982.02,1
Germany,Male,33,158456.76,1,1,197000.92,1
Spain,Male,35,0,1,0,106837.06,1
Germany,Female,58,149641.53,1,1,115161.28,0
Spain,Female,33,122528.18,1,0,196260.3,0
Germany,Female,45,143734.01,1,1,96404.38,0
France,Female,32,155663.31,1,0,97658.66,0
France,Female,35,0,1,1,49108.23,1
Germany,Female,34,101736.66,0,1,195651.66,0
Spain,Male,37,125822.21,1,0,111698,0
France,Male,37,0,1,1,171707.93,0
France,Male,34,0,1,1,66721.98,0
France,Female,27,0,1,1,57876.05,0
Germany,Male,31,157791.07,0,0,177994.81,0
France,Male,22,0,0,1,105125.65,0
France,Female,42,0,1,0,17439.66,0
Germany,Male,42,181627.14,1,0,172668.39,0
Spain,Female,57,109679.72,0,1,753.37,0
France,Female,37,96652.86,1,0,98686.4,1
France,Male,40,190008.32,1,1,107047.92,0
Spain,Male,41,0,1,0,152153.74,0
France,Male,43,0,1,1,34338.04,0
Germany,Male,43,148962.76,0,1,173878.87,1
France,Male,28,0,1,0,159254.29,0
Germany,Female,30,131344.52,1,0,54776.64,0
Germany,Female,29,101713.84,1,0,134594.99,0
Spain,Male,34,0,1,1,41724.72,0
